letter,startPlacement,endPlacement,timing,direction,blueMotionType,blueRotationDirection,blueSkewDir,blueHandPath,blueSkewSteps,blueStartLocation,blueEndLocation,redMotionType,redRotationDirection,redSkewDir,redHandPath,redSkewSteps,redStartLocation,redEndLocation,category
A,alpha5,alpha6,split,same,pro,cw,-,cw,1,n,ne,pro,cw,-,cw,1,s,sw,2
A,alpha5,zeta15,split,same,pro,cw,-,cw,1,n,ne,pro,cw,,cw,0,s,w,1
A,alpha5,zeta16,split,same,pro,cw,,cw,0,n,e,pro,cw,+,cw,1,s,nw,1
A,alpha5,zeta6,split,same,pro,cw,,cw,0,n,e,pro,cw,-,cw,1,s,sw,1
A,alpha7,alpha2,split,same,pro,cw,+,cw,1,e,sw,pro,cw,+,cw,1,w,ne,2
A,alpha7,gamma8,split,same,pro,cw,+,cw,1,e,sw,pro,cw,-,cw,1,w,nw,2
A,alpha7,zeta1,split,same,pro,cw,+,cw,1,e,sw,pro,cw,,cw,0,w,n,1
A,alpha7,gamma10,split,same,pro,cw,-,cw,1,e,se,pro,cw,+,cw,1,w,ne,2
A,alpha7,alpha8,split,same,pro,cw,-,cw,1,e,se,pro,cw,-,cw,1,w,nw,2
A,alpha7,zeta9,split,same,pro,cw,-,cw,1,e,se,pro,cw,,cw,0,w,n,1
A,alpha7,zeta10,split,same,pro,cw,,cw,0,e,s,pro,cw,+,cw,1,w,ne,1
A,alpha7,zeta8,split,same,pro,cw,,cw,0,e,s,pro,cw,-,cw,1,w,nw,1
A,alpha1,alpha4,split,same,pro,cw,+,cw,1,s,nw,pro,cw,+,cw,1,n,se,2
A,alpha1,gamma2,split,same,pro,cw,+,cw,1,s,nw,pro,cw,-,cw,1,n,ne,2
A,alpha1,zeta3,split,same,pro,cw,+,cw,1,s,nw,pro,cw,,cw,0,n,e,1
A,alpha1,gamma12,split,same,pro,cw,-,cw,1,s,sw,pro,cw,+,cw,1,n,se,2
A,alpha1,alpha2,split,same,pro,cw,-,cw,1,s,sw,pro,cw,-,cw,1,n,ne,2
A,alpha1,zeta11,split,same,pro,cw,-,cw,1,s,sw,pro,cw,,cw,0,n,e,1
A,alpha1,zeta12,split,same,pro,cw,,cw,0,s,w,pro,cw,+,cw,1,n,se,1
A,alpha1,zeta2,split,same,pro,cw,,cw,0,s,w,pro,cw,-,cw,1,n,ne,1
A,alpha7,alpha6,split,same,pro,ccw,+,ccw,1,e,ne,pro,ccw,+,ccw,1,w,sw,2
A,alpha7,gamma4,split,same,pro,ccw,+,ccw,1,e,ne,pro,ccw,-,ccw,1,w,se,2
A,alpha7,zeta5,split,same,pro,ccw,+,ccw,1,e,ne,pro,ccw,,ccw,0,w,s,1
A,alpha7,gamma14,split,same,pro,ccw,-,ccw,1,e,nw,pro,ccw,+,ccw,1,w,sw,2
A,alpha7,alpha4,split,same,pro,ccw,-,ccw,1,e,nw,pro,ccw,-,ccw,1,w,se,2
A,alpha7,zeta13,split,same,pro,ccw,-,ccw,1,e,nw,pro,ccw,,ccw,0,w,s,1
A,alpha7,zeta14,split,same,pro,ccw,,ccw,0,e,n,pro,ccw,+,ccw,1,w,sw,1
A,alpha7,zeta4,split,same,pro,ccw,,ccw,0,e,n,pro,ccw,-,ccw,1,w,se,1
A,alpha1,alpha8,split,same,pro,ccw,+,ccw,1,s,se,pro,ccw,+,ccw,1,n,nw,2
A,alpha1,gamma6,split,same,pro,ccw,+,ccw,1,s,se,pro,ccw,-,ccw,1,n,sw,2
A,alpha1,zeta7,split,same,pro,ccw,+,ccw,1,s,se,pro,ccw,,ccw,0,n,w,1
A,alpha1,gamma16,split,same,pro,ccw,-,ccw,1,s,ne,pro,ccw,+,ccw,1,n,nw,2
A,alpha1,alpha6,split,same,pro,ccw,-,ccw,1,s,ne,pro,ccw,-,ccw,1,n,sw,2
A,alpha1,zeta15,split,same,pro,ccw,-,ccw,1,s,ne,pro,ccw,,ccw,0,n,w,1
A,alpha1,zeta16,split,same,pro,ccw,,ccw,0,s,e,pro,ccw,+,ccw,1,n,nw,1
A,alpha1,zeta6,split,same,pro,ccw,,ccw,0,s,e,pro,ccw,-,ccw,1,n,sw,1
A,alpha5,alpha4,split,same,pro,ccw,+,ccw,1,n,nw,pro,ccw,+,ccw,1,s,se,2
A,alpha5,gamma2,split,same,pro,ccw,+,ccw,1,n,nw,pro,ccw,-,ccw,1,s,ne,2
A,alpha5,zeta3,split,same,pro,ccw,+,ccw,1,n,nw,pro,ccw,,ccw,0,s,e,1
A,alpha5,gamma12,split,same,pro,ccw,-,ccw,1,n,sw,pro,ccw,+,ccw,1,s,se,2
A,alpha5,alpha2,split,same,pro,ccw,-,ccw,1,n,sw,pro,ccw,-,ccw,1,s,ne,2
A,alpha5,zeta11,split,same,pro,ccw,-,ccw,1,n,sw,pro,ccw,,ccw,0,s,e,1
A,alpha5,zeta12,split,same,pro,ccw,,ccw,0,n,w,pro,ccw,+,ccw,1,s,se,1
A,alpha5,zeta2,split,same,pro,ccw,,ccw,0,n,w,pro,ccw,-,ccw,1,s,ne,1
A,alpha3,alpha2,split,same,pro,ccw,+,ccw,1,w,sw,pro,ccw,+,ccw,1,e,ne,2
A,alpha3,gamma8,split,same,pro,ccw,+,ccw,1,w,sw,pro,ccw,-,ccw,1,e,nw,2
A,alpha3,zeta1,split,same,pro,ccw,+,ccw,1,w,sw,pro,ccw,,ccw,0,e,n,1
A,alpha3,gamma10,split,same,pro,ccw,-,ccw,1,w,se,pro,ccw,+,ccw,1,e,ne,2
A,alpha3,alpha8,split,same,pro,ccw,-,ccw,1,w,se,pro,ccw,-,ccw,1,e,nw,2
A,alpha3,zeta9,split,same,pro,ccw,-,ccw,1,w,se,pro,ccw,,ccw,0,e,n,1
A,alpha3,zeta10,split,same,pro,ccw,,ccw,0,w,s,pro,ccw,+,ccw,1,e,ne,1
A,alpha3,zeta8,split,same,pro,ccw,,ccw,0,w,s,pro,ccw,-,ccw,1,e,nw,1
B,alpha3,alpha6,split,same,anti,ccw,+,cw,1,w,ne,anti,ccw,+,cw,1,e,sw,2
B,alpha3,gamma4,split,same,anti,ccw,+,cw,1,w,ne,anti,ccw,-,cw,1,e,se,2
B,alpha3,zeta5,split,same,anti,ccw,+,cw,1,w,ne,anti,ccw,,cw,0,e,s,1
B,alpha3,gamma14,split,same,anti,ccw,-,cw,1,w,nw,anti,ccw,+,cw,1,e,sw,2
B,alpha3,alpha4,split,same,anti,ccw,-,cw,1,w,nw,anti,ccw,-,cw,1,e,se,2
B,alpha3,zeta13,split,same,anti,ccw,-,cw,1,w,nw,anti,ccw,,cw,0,e,s,1
B,alpha3,zeta14,split,same,anti,ccw,,cw,0,w,n,anti,ccw,+,cw,1,e,sw,1
B,alpha3,zeta4,split,same,anti,ccw,,cw,0,w,n,anti,ccw,-,cw,1,e,se,1
B,alpha5,alpha8,split,same,anti,ccw,+,cw,1,n,se,anti,ccw,+,cw,1,s,nw,2
B,alpha5,gamma6,split,same,anti,ccw,+,cw,1,n,se,anti,ccw,-,cw,1,s,sw,2
B,alpha5,zeta7,split,same,anti,ccw,+,cw,1,n,se,anti,ccw,,cw,0,s,w,1
B,alpha5,gamma16,split,same,anti,ccw,-,cw,1,n,ne,anti,ccw,+,cw,1,s,nw,2
B,alpha5,alpha6,split,same,anti,ccw,-,cw,1,n,ne,anti,ccw,-,cw,1,s,sw,2
B,alpha5,zeta15,split,same,anti,ccw,-,cw,1,n,ne,anti,ccw,,cw,0,s,w,1
B,alpha5,zeta16,split,same,anti,ccw,,cw,0,n,e,anti,ccw,+,cw,1,s,nw,1
B,alpha5,zeta6,split,same,anti,ccw,,cw,0,n,e,anti,ccw,-,cw,1,s,sw,1
B,alpha7,alpha2,split,same,anti,ccw,+,cw,1,e,sw,anti,ccw,+,cw,1,w,ne,2
B,alpha7,gamma8,split,same,anti,ccw,+,cw,1,e,sw,anti,ccw,-,cw,1,w,nw,2
B,alpha7,zeta1,split,same,anti,ccw,+,cw,1,e,sw,anti,ccw,,cw,0,w,n,1
B,alpha7,gamma10,split,same,anti,ccw,-,cw,1,e,se,anti,ccw,+,cw,1,w,ne,2
B,alpha7,alpha8,split,same,anti,ccw,-,cw,1,e,se,anti,ccw,-,cw,1,w,nw,2
B,alpha7,zeta9,split,same,anti,ccw,-,cw,1,e,se,anti,ccw,,cw,0,w,n,1
B,alpha7,zeta10,split,same,anti,ccw,,cw,0,e,s,anti,ccw,+,cw,1,w,ne,1
B,alpha7,zeta8,split,same,anti,ccw,,cw,0,e,s,anti,ccw,-,cw,1,w,nw,1
B,alpha1,alpha4,split,same,anti,ccw,+,cw,1,s,nw,anti,ccw,+,cw,1,n,se,2
B,alpha1,gamma2,split,same,anti,ccw,+,cw,1,s,nw,anti,ccw,-,cw,1,n,ne,2
B,alpha1,zeta3,split,same,anti,ccw,+,cw,1,s,nw,anti,ccw,,cw,0,n,e,1
B,alpha1,gamma12,split,same,anti,ccw,-,cw,1,s,sw,anti,ccw,+,cw,1,n,se,2
B,alpha1,alpha2,split,same,anti,ccw,-,cw,1,s,sw,anti,ccw,-,cw,1,n,ne,2
B,alpha1,zeta11,split,same,anti,ccw,-,cw,1,s,sw,anti,ccw,,cw,0,n,e,1
B,alpha1,zeta12,split,same,anti,ccw,,cw,0,s,w,anti,ccw,+,cw,1,n,se,1
B,alpha1,zeta2,split,same,anti,ccw,,cw,0,s,w,anti,ccw,-,cw,1,n,ne,1
B,alpha7,alpha6,split,same,anti,cw,+,ccw,1,e,ne,anti,cw,+,ccw,1,w,sw,2
B,alpha7,gamma4,split,same,anti,cw,+,ccw,1,e,ne,anti,cw,-,ccw,1,w,se,2
B,alpha7,zeta5,split,same,anti,cw,+,ccw,1,e,ne,anti,cw,,ccw,0,w,s,1
B,alpha7,gamma14,split,same,anti,cw,-,ccw,1,e,nw,anti,cw,+,ccw,1,w,sw,2
B,alpha7,alpha4,split,same,anti,cw,-,ccw,1,e,nw,anti,cw,-,ccw,1,w,se,2
B,alpha7,zeta13,split,same,anti,cw,-,ccw,1,e,nw,anti,cw,,ccw,0,w,s,1
B,alpha7,zeta14,split,same,anti,cw,,ccw,0,e,n,anti,cw,+,ccw,1,w,sw,1
B,alpha7,zeta4,split,same,anti,cw,,ccw,0,e,n,anti,cw,-,ccw,1,w,se,1
B,alpha1,alpha8,split,same,anti,cw,+,ccw,1,s,se,anti,cw,+,ccw,1,n,nw,2
B,alpha1,gamma6,split,same,anti,cw,+,ccw,1,s,se,anti,cw,-,ccw,1,n,sw,2
B,alpha1,zeta7,split,same,anti,cw,+,ccw,1,s,se,anti,cw,,ccw,0,n,w,1
B,alpha1,gamma16,split,same,anti,cw,-,ccw,1,s,ne,anti,cw,+,ccw,1,n,nw,2
B,alpha1,alpha6,split,same,anti,cw,-,ccw,1,s,ne,anti,cw,-,ccw,1,n,sw,2
B,alpha1,zeta15,split,same,anti,cw,-,ccw,1,s,ne,anti,cw,,ccw,0,n,w,1
B,alpha1,zeta16,split,same,anti,cw,,ccw,0,s,e,anti,cw,+,ccw,1,n,nw,1
B,alpha1,zeta6,split,same,anti,cw,,ccw,0,s,e,anti,cw,-,ccw,1,n,sw,1
B,alpha5,alpha4,split,same,anti,cw,+,ccw,1,n,nw,anti,cw,+,ccw,1,s,se,2
B,alpha5,gamma2,split,same,anti,cw,+,ccw,1,n,nw,anti,cw,-,ccw,1,s,ne,2
B,alpha5,zeta3,split,same,anti,cw,+,ccw,1,n,nw,anti,cw,,ccw,0,s,e,1
B,alpha5,gamma12,split,same,anti,cw,-,ccw,1,n,sw,anti,cw,+,ccw,1,s,se,2
B,alpha5,alpha2,split,same,anti,cw,-,ccw,1,n,sw,anti,cw,-,ccw,1,s,ne,2
B,alpha5,zeta11,split,same,anti,cw,-,ccw,1,n,sw,anti,cw,,ccw,0,s,e,1
B,alpha5,zeta12,split,same,anti,cw,,ccw,0,n,w,anti,cw,+,ccw,1,s,se,1
B,alpha5,zeta2,split,same,anti,cw,,ccw,0,n,w,anti,cw,-,ccw,1,s,ne,1
B,alpha3,alpha2,split,same,anti,cw,+,ccw,1,w,sw,anti,cw,+,ccw,1,e,ne,2
B,alpha3,gamma8,split,same,anti,cw,+,ccw,1,w,sw,anti,cw,-,ccw,1,e,nw,2
B,alpha3,zeta1,split,same,anti,cw,+,ccw,1,w,sw,anti,cw,,ccw,0,e,n,1
B,alpha3,gamma10,split,same,anti,cw,-,ccw,1,w,se,anti,cw,+,ccw,1,e,ne,2
B,alpha3,alpha8,split,same,anti,cw,-,ccw,1,w,se,anti,cw,-,ccw,1,e,nw,2
B,alpha3,zeta9,split,same,anti,cw,-,ccw,1,w,se,anti,cw,,ccw,0,e,n,1
B,alpha3,zeta10,split,same,anti,cw,,ccw,0,w,s,anti,cw,+,ccw,1,e,ne,1
B,alpha3,zeta8,split,same,anti,cw,,ccw,0,w,s,anti,cw,-,ccw,1,e,nw,1
C,alpha3,alpha6,split,same,anti,ccw,+,cw,1,w,ne,pro,cw,+,cw,1,e,sw,2
C,alpha3,gamma4,split,same,anti,ccw,+,cw,1,w,ne,pro,cw,-,cw,1,e,se,2
C,alpha3,zeta5,split,same,anti,ccw,+,cw,1,w,ne,pro,cw,,cw,0,e,s,1
C,alpha3,gamma14,split,same,anti,ccw,-,cw,1,w,nw,pro,cw,+,cw,1,e,sw,2
C,alpha3,alpha4,split,same,anti,ccw,-,cw,1,w,nw,pro,cw,-,cw,1,e,se,2
C,alpha3,zeta13,split,same,anti,ccw,-,cw,1,w,nw,pro,cw,,cw,0,e,s,1
C,alpha3,zeta14,split,same,anti,ccw,,cw,0,w,n,pro,cw,+,cw,1,e,sw,1
C,alpha3,zeta4,split,same,anti,ccw,,cw,0,w,n,pro,cw,-,cw,1,e,se,1
C,alpha5,alpha8,split,same,anti,ccw,+,cw,1,n,se,pro,cw,+,cw,1,s,nw,2
C,alpha5,gamma6,split,same,anti,ccw,+,cw,1,n,se,pro,cw,-,cw,1,s,sw,2
C,alpha5,zeta7,split,same,anti,ccw,+,cw,1,n,se,pro,cw,,cw,0,s,w,1
C,alpha5,gamma16,split,same,anti,ccw,-,cw,1,n,ne,pro,cw,+,cw,1,s,nw,2
C,alpha5,alpha6,split,same,anti,ccw,-,cw,1,n,ne,pro,cw,-,cw,1,s,sw,2
C,alpha5,zeta15,split,same,anti,ccw,-,cw,1,n,ne,pro,cw,,cw,0,s,w,1
C,alpha5,zeta16,split,same,anti,ccw,,cw,0,n,e,pro,cw,+,cw,1,s,nw,1
C,alpha5,zeta6,split,same,anti,ccw,,cw,0,n,e,pro,cw,-,cw,1,s,sw,1
C,alpha7,alpha2,split,same,anti,ccw,+,cw,1,e,sw,pro,cw,+,cw,1,w,ne,2
C,alpha7,gamma8,split,same,anti,ccw,+,cw,1,e,sw,pro,cw,-,cw,1,w,nw,2
C,alpha7,zeta1,split,same,anti,ccw,+,cw,1,e,sw,pro,cw,,cw,0,w,n,1
C,alpha7,gamma10,split,same,anti,ccw,-,cw,1,e,se,pro,cw,+,cw,1,w,ne,2
C,alpha7,alpha8,split,same,anti,ccw,-,cw,1,e,se,pro,cw,-,cw,1,w,nw,2
C,alpha7,zeta9,split,same,anti,ccw,-,cw,1,e,se,pro,cw,,cw,0,w,n,1
C,alpha7,zeta10,split,same,anti,ccw,,cw,0,e,s,pro,cw,+,cw,1,w,ne,1
C,alpha7,zeta8,split,same,anti,ccw,,cw,0,e,s,pro,cw,-,cw,1,w,nw,1
C,alpha1,alpha4,split,same,anti,ccw,+,cw,1,s,nw,pro,cw,+,cw,1,n,se,2
C,alpha1,gamma2,split,same,anti,ccw,+,cw,1,s,nw,pro,cw,-,cw,1,n,ne,2
C,alpha1,zeta3,split,same,anti,ccw,+,cw,1,s,nw,pro,cw,,cw,0,n,e,1
C,alpha1,gamma12,split,same,anti,ccw,-,cw,1,s,sw,pro,cw,+,cw,1,n,se,2
C,alpha1,alpha2,split,same,anti,ccw,-,cw,1,s,sw,pro,cw,-,cw,1,n,ne,2
C,alpha1,zeta11,split,same,anti,ccw,-,cw,1,s,sw,pro,cw,,cw,0,n,e,1
C,alpha1,zeta12,split,same,anti,ccw,,cw,0,s,w,pro,cw,+,cw,1,n,se,1
C,alpha1,zeta2,split,same,anti,ccw,,cw,0,s,w,pro,cw,-,cw,1,n,ne,1
C,alpha7,alpha6,split,same,anti,cw,+,ccw,1,e,ne,pro,ccw,+,ccw,1,w,sw,2
C,alpha7,gamma4,split,same,anti,cw,+,ccw,1,e,ne,pro,ccw,-,ccw,1,w,se,2
C,alpha7,zeta5,split,same,anti,cw,+,ccw,1,e,ne,pro,ccw,,ccw,0,w,s,1
C,alpha7,gamma14,split,same,anti,cw,-,ccw,1,e,nw,pro,ccw,+,ccw,1,w,sw,2
C,alpha7,alpha4,split,same,anti,cw,-,ccw,1,e,nw,pro,ccw,-,ccw,1,w,se,2
C,alpha7,zeta13,split,same,anti,cw,-,ccw,1,e,nw,pro,ccw,,ccw,0,w,s,1
C,alpha7,zeta14,split,same,anti,cw,,ccw,0,e,n,pro,ccw,+,ccw,1,w,sw,1
C,alpha7,zeta4,split,same,anti,cw,,ccw,0,e,n,pro,ccw,-,ccw,1,w,se,1
C,alpha1,alpha8,split,same,anti,cw,+,ccw,1,s,se,pro,ccw,+,ccw,1,n,nw,2
C,alpha1,gamma6,split,same,anti,cw,+,ccw,1,s,se,pro,ccw,-,ccw,1,n,sw,2
C,alpha1,zeta7,split,same,anti,cw,+,ccw,1,s,se,pro,ccw,,ccw,0,n,w,1
C,alpha1,gamma16,split,same,anti,cw,-,ccw,1,s,ne,pro,ccw,+,ccw,1,n,nw,2
C,alpha1,alpha6,split,same,anti,cw,-,ccw,1,s,ne,pro,ccw,-,ccw,1,n,sw,2
C,alpha1,zeta15,split,same,anti,cw,-,ccw,1,s,ne,pro,ccw,,ccw,0,n,w,1
C,alpha1,zeta16,split,same,anti,cw,,ccw,0,s,e,pro,ccw,+,ccw,1,n,nw,1
C,alpha1,zeta6,split,same,anti,cw,,ccw,0,s,e,pro,ccw,-,ccw,1,n,sw,1
C,alpha5,alpha4,split,same,anti,cw,+,ccw,1,n,nw,pro,ccw,+,ccw,1,s,se,2
C,alpha5,gamma2,split,same,anti,cw,+,ccw,1,n,nw,pro,ccw,-,ccw,1,s,ne,2
C,alpha5,zeta3,split,same,anti,cw,+,ccw,1,n,nw,pro,ccw,,ccw,0,s,e,1
C,alpha5,gamma12,split,same,anti,cw,-,ccw,1,n,sw,pro,ccw,+,ccw,1,s,se,2
C,alpha5,alpha2,split,same,anti,cw,-,ccw,1,n,sw,pro,ccw,-,ccw,1,s,ne,2
C,alpha5,zeta11,split,same,anti,cw,-,ccw,1,n,sw,pro,ccw,,ccw,0,s,e,1
C,alpha5,zeta12,split,same,anti,cw,,ccw,0,n,w,pro,ccw,+,ccw,1,s,se,1
C,alpha5,zeta2,split,same,anti,cw,,ccw,0,n,w,pro,ccw,-,ccw,1,s,ne,1
C,alpha3,alpha2,split,same,anti,cw,+,ccw,1,w,sw,pro,ccw,+,ccw,1,e,ne,2
C,alpha3,gamma8,split,same,anti,cw,+,ccw,1,w,sw,pro,ccw,-,ccw,1,e,nw,2
C,alpha3,zeta1,split,same,anti,cw,+,ccw,1,w,sw,pro,ccw,,ccw,0,e,n,1
C,alpha3,gamma10,split,same,anti,cw,-,ccw,1,w,se,pro,ccw,+,ccw,1,e,ne,2
C,alpha3,alpha8,split,same,anti,cw,-,ccw,1,w,se,pro,ccw,-,ccw,1,e,nw,2
C,alpha3,zeta9,split,same,anti,cw,-,ccw,1,w,se,pro,ccw,,ccw,0,e,n,1
C,alpha3,zeta10,split,same,anti,cw,,ccw,0,w,s,pro,ccw,+,ccw,1,e,ne,1
C,alpha3,zeta8,split,same,anti,cw,,ccw,0,w,s,pro,ccw,-,ccw,1,e,nw,1
C,alpha3,alpha6,split,same,pro,cw,+,cw,1,w,ne,anti,ccw,+,cw,1,e,sw,2
C,alpha3,gamma4,split,same,pro,cw,+,cw,1,w,ne,anti,ccw,-,cw,1,e,se,2
C,alpha3,zeta5,split,same,pro,cw,+,cw,1,w,ne,anti,ccw,,cw,0,e,s,1
C,alpha3,gamma14,split,same,pro,cw,-,cw,1,w,nw,anti,ccw,+,cw,1,e,sw,2
C,alpha3,alpha4,split,same,pro,cw,-,cw,1,w,nw,anti,ccw,-,cw,1,e,se,2
C,alpha3,zeta13,split,same,pro,cw,-,cw,1,w,nw,anti,ccw,,cw,0,e,s,1
C,alpha3,zeta14,split,same,pro,cw,,cw,0,w,n,anti,ccw,+,cw,1,e,sw,1
C,alpha3,zeta4,split,same,pro,cw,,cw,0,w,n,anti,ccw,-,cw,1,e,se,1
C,alpha5,alpha8,split,same,pro,cw,+,cw,1,n,se,anti,ccw,+,cw,1,s,nw,2
C,alpha5,gamma6,split,same,pro,cw,+,cw,1,n,se,anti,ccw,-,cw,1,s,sw,2
C,alpha5,zeta7,split,same,pro,cw,+,cw,1,n,se,anti,ccw,,cw,0,s,w,1
C,alpha5,gamma16,split,same,pro,cw,-,cw,1,n,ne,anti,ccw,+,cw,1,s,nw,2
C,alpha5,alpha6,split,same,pro,cw,-,cw,1,n,ne,anti,ccw,-,cw,1,s,sw,2
C,alpha5,zeta15,split,same,pro,cw,-,cw,1,n,ne,anti,ccw,,cw,0,s,w,1
C,alpha5,zeta16,split,same,pro,cw,,cw,0,n,e,anti,ccw,+,cw,1,s,nw,1
C,alpha5,zeta6,split,same,pro,cw,,cw,0,n,e,anti,ccw,-,cw,1,s,sw,1
C,alpha7,alpha2,split,same,pro,cw,+,cw,1,e,sw,anti,ccw,+,cw,1,w,ne,2
C,alpha7,gamma8,split,same,pro,cw,+,cw,1,e,sw,anti,ccw,-,cw,1,w,nw,2
C,alpha7,zeta1,split,same,pro,cw,+,cw,1,e,sw,anti,ccw,,cw,0,w,n,1
C,alpha7,gamma10,split,same,pro,cw,-,cw,1,e,se,anti,ccw,+,cw,1,w,ne,2
C,alpha7,alpha8,split,same,pro,cw,-,cw,1,e,se,anti,ccw,-,cw,1,w,nw,2
C,alpha7,zeta9,split,same,pro,cw,-,cw,1,e,se,anti,ccw,,cw,0,w,n,1
C,alpha7,zeta10,split,same,pro,cw,,cw,0,e,s,anti,ccw,+,cw,1,w,ne,1
C,alpha7,zeta8,split,same,pro,cw,,cw,0,e,s,anti,ccw,-,cw,1,w,nw,1
C,alpha1,alpha4,split,same,pro,cw,+,cw,1,s,nw,anti,ccw,+,cw,1,n,se,2
C,alpha1,gamma2,split,same,pro,cw,+,cw,1,s,nw,anti,ccw,-,cw,1,n,ne,2
C,alpha1,zeta3,split,same,pro,cw,+,cw,1,s,nw,anti,ccw,,cw,0,n,e,1
C,alpha1,gamma12,split,same,pro,cw,-,cw,1,s,sw,anti,ccw,+,cw,1,n,se,2
C,alpha1,alpha2,split,same,pro,cw,-,cw,1,s,sw,anti,ccw,-,cw,1,n,ne,2
C,alpha1,zeta11,split,same,pro,cw,-,cw,1,s,sw,anti,ccw,,cw,0,n,e,1
C,alpha1,zeta12,split,same,pro,cw,,cw,0,s,w,anti,ccw,+,cw,1,n,se,1
C,alpha1,zeta2,split,same,pro,cw,,cw,0,s,w,anti,ccw,-,cw,1,n,ne,1
C,alpha7,alpha6,split,same,pro,ccw,+,ccw,1,e,ne,anti,cw,+,ccw,1,w,sw,2
C,alpha7,gamma4,split,same,pro,ccw,+,ccw,1,e,ne,anti,cw,-,ccw,1,w,se,2
C,alpha7,zeta5,split,same,pro,ccw,+,ccw,1,e,ne,anti,cw,,ccw,0,w,s,1
C,alpha7,gamma14,split,same,pro,ccw,-,ccw,1,e,nw,anti,cw,+,ccw,1,w,sw,2
C,alpha7,alpha4,split,same,pro,ccw,-,ccw,1,e,nw,anti,cw,-,ccw,1,w,se,2
C,alpha7,zeta13,split,same,pro,ccw,-,ccw,1,e,nw,anti,cw,,ccw,0,w,s,1
C,alpha7,zeta14,split,same,pro,ccw,,ccw,0,e,n,anti,cw,+,ccw,1,w,sw,1
C,alpha7,zeta4,split,same,pro,ccw,,ccw,0,e,n,anti,cw,-,ccw,1,w,se,1
C,alpha1,alpha8,split,same,pro,ccw,+,ccw,1,s,se,anti,cw,+,ccw,1,n,nw,2
C,alpha1,gamma6,split,same,pro,ccw,+,ccw,1,s,se,anti,cw,-,ccw,1,n,sw,2
C,alpha1,zeta7,split,same,pro,ccw,+,ccw,1,s,se,anti,cw,,ccw,0,n,w,1
C,alpha1,gamma16,split,same,pro,ccw,-,ccw,1,s,ne,anti,cw,+,ccw,1,n,nw,2
C,alpha1,alpha6,split,same,pro,ccw,-,ccw,1,s,ne,anti,cw,-,ccw,1,n,sw,2
C,alpha1,zeta15,split,same,pro,ccw,-,ccw,1,s,ne,anti,cw,,ccw,0,n,w,1
C,alpha1,zeta16,split,same,pro,ccw,,ccw,0,s,e,anti,cw,+,ccw,1,n,nw,1
C,alpha1,zeta6,split,same,pro,ccw,,ccw,0,s,e,anti,cw,-,ccw,1,n,sw,1
C,alpha5,alpha4,split,same,pro,ccw,+,ccw,1,n,nw,anti,cw,+,ccw,1,s,se,2
C,alpha5,gamma2,split,same,pro,ccw,+,ccw,1,n,nw,anti,cw,-,ccw,1,s,ne,2
C,alpha5,zeta3,split,same,pro,ccw,+,ccw,1,n,nw,anti,cw,,ccw,0,s,e,1
C,alpha5,gamma12,split,same,pro,ccw,-,ccw,1,n,sw,anti,cw,+,ccw,1,s,se,2
C,alpha5,alpha2,split,same,pro,ccw,-,ccw,1,n,sw,anti,cw,-,ccw,1,s,ne,2
C,alpha5,zeta11,split,same,pro,ccw,-,ccw,1,n,sw,anti,cw,,ccw,0,s,e,1
C,alpha5,zeta12,split,same,pro,ccw,,ccw,0,n,w,anti,cw,+,ccw,1,s,se,1
C,alpha5,zeta2,split,same,pro,ccw,,ccw,0,n,w,anti,cw,-,ccw,1,s,ne,1
C,alpha3,alpha2,split,same,pro,ccw,+,ccw,1,w,sw,anti,cw,+,ccw,1,e,ne,2
C,alpha3,gamma8,split,same,pro,ccw,+,ccw,1,w,sw,anti,cw,-,ccw,1,e,nw,2
C,alpha3,zeta1,split,same,pro,ccw,+,ccw,1,w,sw,anti,cw,,ccw,0,e,n,1
C,alpha3,gamma10,split,same,pro,ccw,-,ccw,1,w,se,anti,cw,+,ccw,1,e,ne,2
C,alpha3,alpha8,split,same,pro,ccw,-,ccw,1,w,se,anti,cw,-,ccw,1,e,nw,2
C,alpha3,zeta9,split,same,pro,ccw,-,ccw,1,w,se,anti,cw,,ccw,0,e,n,1
C,alpha3,zeta10,split,same,pro,ccw,,ccw,0,w,s,anti,cw,+,ccw,1,e,ne,1
C,alpha3,zeta8,split,same,pro,ccw,,ccw,0,w,s,anti,cw,-,ccw,1,e,nw,1
D,beta3,alpha6,split,opp,pro,ccw,+,ccw,1,e,ne,pro,cw,+,cw,1,e,sw,2
D,beta3,gamma4,split,opp,pro,ccw,+,ccw,1,e,ne,pro,cw,-,cw,1,e,se,2
D,beta3,zeta5,split,opp,pro,ccw,+,ccw,1,e,ne,pro,cw,,cw,0,e,s,1
D,beta3,gamma14,split,opp,pro,ccw,-,ccw,1,e,nw,pro,cw,+,cw,1,e,sw,2
D,beta3,alpha4,split,opp,pro,ccw,-,ccw,1,e,nw,pro,cw,-,cw,1,e,se,2
D,beta3,zeta13,split,opp,pro,ccw,-,ccw,1,e,nw,pro,cw,,cw,0,e,s,1
D,beta3,zeta14,split,opp,pro,ccw,,ccw,0,e,n,pro,cw,+,cw,1,e,sw,1
D,beta3,zeta4,split,opp,pro,ccw,,ccw,0,e,n,pro,cw,-,cw,1,e,se,1
D,beta5,alpha8,tog,opp,pro,ccw,+,ccw,1,s,se,pro,cw,+,cw,1,s,nw,2
